"","core","depth_core","volume","charCount","drive","depth_core.y","depth_composite","median_age","quant_5perc","quant_95perc","accu_rate","CHAR"
"428","4A",658,1,165,"5L",17,796,22161.5,21710.95,22582.05,33.5,4.92537313432836
"429","4A",659,1,229,"5L",18,797,22199,21769.9,22618.25,37.5,6.10666666666667
"430","4A",661,1,198,"5L",20,799,22313,21907.85,22731.05,74,2.67567567567568
"431","4A",662,1,184,"5L",21,800,22434.5,21995.9,22969.1,121.5,1.51440329218107
"432","4A",663,1,226,"5L",22,801,22511,22054.95,23071,76.5,2.95424836601307
"433","4A",664,1,517,"5L",23,802,22578,22112.55,23145.15,67,7.71641791044776
"434","4A",665,1,267,"5L",24,803,22643,22178.35,23231,65,4.10769230769231
"435","4A",666,1,358,"5L",25,804,22698.5,22223.95,23304.1,55.5,6.45045045045045
"436","4A",667,1,369,"5L",26,805,22753,22275.85,23341.1,54.5,6.77064220183486
"437","4A",668,1,330,"5L",27,806,22819,22314.9,23401,66,5
"438","4A",669,1,292,"5L",28,807,22879.5,22360.8,23443.15,60.5,4.82644628099174
"439","4A",670,1,46,"5L",29,808,22933.5,22397.95,23492.05,54,0.851851851851852
"440","4A",671,1,348,"5L",30,809,22999,22440.95,23538.1,65.5,5.31297709923664
"441","4A",672,1,68,"5L",31,810,23052,22478.75,23561.05,53,1.28301886792453
"442","4A",673,1,106,"5L",32,811,23111,22515.75,23606.1,59,1.79661016949153
"443","4A",674,1,90,"5L",33,812,23168,22561.65,23636.1,57,1.57894736842105
"444","4A",676,1,37,"5L",35,814,23297.5,22671,23691,65.5,0.564885496183206
"445","4A",677,1,42,"5L",36,815,23358,22726.8,23713,60.5,0.694214876033058
"446","4A",678,1,44,"5L",37,816,23424.5,22784.8,23736.1,66.5,0.661654135338346
"447","4A",679,1,303,"5L",38,817,23485.5,22851.75,23765.05,61,4.9672131147541
"448","4A",681,1,10,"5L",40,819,23621,23053.6,23824.15,66,0.151515151515152
"449","4A",682,1,31,"5L",41,820,23690,23144.7,23864.05,69,0.449275362318841
"450","4A",683,1,23,"5L",42,821,23752,23347.85,23912.05,62,0.370967741935484
"451","4A",684,1,56,"5L",43,822,23832,23759.95,23995.05,80,0.7
"452","4A",685,1,46,"5L",44,823,23888,23796,24175.05,56,0.821428571428571
"453","4A",686,1,21,"5L",45,824,23929.5,23814,24293.05,41.5,0.506024096385542
"454","4A",687,1,11,"5L",46,825,23966,23828,24356.15,36.5,0.301369863013699
"455","4A",688,1,27,"5L",47,826,24003.5,23837.95,24421.65,37.5,0.72
"456","4A",689,1,28,"5L",48,827,24041,23849.9,24467.15,37.5,0.746666666666667
"457","4A",691,1,38,"5L",50,829,24117.5,23867.95,24575.2,40.5,0.938271604938272
"458","4A",692,1,33,"5L",51,830,24148.5,23884.95,24634.35,31,1.06451612903226
"459","4A",693,1,50,"5L",52,831,24179,23899.9,24707,30.5,1.63934426229508
"460","4A",694,1,32,"5L",53,832,24212.5,23906.95,24767.75,33.5,0.955223880597015
"461","4A",695,1,35,"5L",54,833,24242,23916.95,24816.2,29.5,1.1864406779661
"462","4A",696,1,25,"5L",55,834,24277.5,23926.95,24850.4,35.5,0.704225352112676
"463","4A",697,1,32,"5L",56,835,24313,23937.95,24899.2,35.5,0.901408450704225
"464","4A",698,1,55,"5L",57,836,24347.5,23956.9,24944.35,34.5,1.59420289855072
"465","4A",700,1,29,"5L",59,838,24416.5,23989,25047.35,37.5,0.773333333333333
"466","4A",701,1,21,"5L",60,839,24450,24007,25101.35,33.5,0.626865671641791
"467","4A",704,1,17,"5L",63,842,24580,24066.9,25266.2,51,0.333333333333333
"468","4A",705,1,48,"5L",64,843,24658.5,24099.95,25361.25,78.5,0.611464968152866
"469","4A",706,1,4,"5L",65,844,24736.5,24177,25473.6,78,0.0512820512820513
"470","4A",707,1,6,"5L",66,845,24795,24214.9,25547.15,58.5,0.102564102564103
"471","4A",708,1,8,"5L",67,846,24843.5,24249,25582.55,48.5,0.164948453608247
"472","4A",709,1,15,"5L",68,847,24880,24265.65,25635.05,36.5,0.410958904109589
"473","4A",710,1,16,"5L",69,848,24922.5,24288.95,25678.05,42.5,0.376470588235294
"474","4A",711,1,9,"5L",70,849,24957,24307.8,25719.05,34.5,0.260869565217391
"475","4A",712,1,24,"5L",71,850,24997.5,24323.8,25762.35,40.5,0.592592592592593
"476","4A",713,1,95,"5L",72,851,25022,24348.45,25836.6,24.5,3.87755102040816
"477","4A",714,1,32,"5L",73,852,25049,24369.95,25876.15,27,1.18518518518519
"478","4A",715,1,54,"5L",74,853,25081,24390.75,25906.4,32,1.6875
"479","4A",716,1,34,"5L",75,854,25106,24400.9,25943.75,25,1.36
"480","4A",717,1,55,"5L",76,855,25131.5,24422.9,25988.05,25.5,2.15686274509804
"481","4A",718,1,17,"5L",77,856,25156,24441.85,26018.1,24.5,0.693877551020408
"482","4A",719,1,19,"5L",78,857,25177.5,24462.85,26036.25,21.5,0.883720930232558
"483","4A",720,1,17,"5L",79,858,25210.5,24502.6,26072,33,0.515151515151515
"484","4A",721,1,32,"5L",80,859,25232.5,24534,26124,22,1.45454545454545
"485","4A",722,1,28,"5L",81,860,25260,24555.75,26153.2,27.5,1.01818181818182
"486","4A",723,1,33,"5L",82,861,25286.5,24580.8,26169,26.5,1.24528301886792
"487","4A",724,1,31,"5L",83,862,25314,24599.95,26208.3,27.5,1.12727272727273
"488","4A",725,1,24,"5L",84,863,25342,24632.6,26228.25,28,0.857142857142857
"489","4A",726,1,50,"5L",85,864,25366,24647.8,26254.45,24,2.08333333333333
"490","4A",727,1,15,"5L",86,865,25398.5,24663,26291.15,32.5,0.461538461538462
"491","4A",728,1,47,"5L",87,866,25434.5,24684.95,26320.15,36,1.30555555555556
"492","4A",729,1,45,"5L",88,867,25458.5,24704.95,26356.3,24,1.875
"493","4A",731,1,32,"5L",90,869,25512.5,24747.95,26403.35,26.5,1.20754716981132
"494","4A",741,1,90,"6L",0,879,25807.5,24969.95,26628.4,29.5,3.05084745762712
"495","4A",742,1,96,"6L",1,880,25836.5,25001.55,26638.25,29,3.31034482758621
"496","4A",743,1,390,"6L",2,881,25860.5,25024.8,26662,24,16.25
"497","4A",744,1,197,"6L",3,882,25885,25064.85,26681,24.5,8.04081632653061
"498","4A",745,1,80,"6L",4,883,25906,25109,26707.45,21,3.80952380952381
"499","4A",746,1,94,"6L",5,884,25934,25127.6,26737.35,28,3.35714285714286
"500","4A",748,1,122,"6L",7,886,25984.5,25154.35,26786.35,28,4.35714285714286
"501","4A",749,1,279,"6L",8,887,26014.5,25181.35,26801.25,30,9.3
"502","4A",750,1,65,"6L",9,888,26037.5,25188.9,26817,23,2.82608695652174
"503","4A",751,1,55,"6L",10,889,26063,25209.85,26836.05,25.5,2.15686274509804
"504","4A",752,1,66,"6L",11,890,26088.5,25252.95,26852.05,25.5,2.58823529411765
"505","4A",753,1,30,"6L",12,891,26115,25273.7,26870.05,26.5,1.13207547169811
"506","4A",754,1,19,"6L",13,892,26138.5,25288.8,26885.05,23.5,0.808510638297872
"507","4A",755,1,8,"6L",14,893,26166.5,25326.9,26905,28,0.285714285714286
"508","4A",756,1,13,"6L",15,894,26204,25393.4,26926.1,37.5,0.346666666666667
"509","4A",757,1,31,"6L",16,895,26227,25424.9,26937.3,23,1.34782608695652
"510","4A",758,1,24,"6L",17,896,26247.5,25447.8,26957.05,20.5,1.17073170731707
"511","4A",759,1,24,"6L",18,897,26272,25469,26969.15,24.5,0.979591836734694
"512","4A",760,1,30,"6L",19,898,26296.5,25503,26990,24.5,1.22448979591837
"513","4A",761,1,81,"6L",20,899,26321.5,25521,27011,25,3.24
"514","4A",762,1,97,"6L",21,900,26346.5,25562.7,27024.3,25,3.88
"515","4A",764,1,24,"6L",23,902,26417,25645.8,27053.6,36.5,0.657534246575342
"516","4A",765,1,37,"6L",24,903,26450,25683.65,27076.25,33,1.12121212121212
"517","4A",766,1,38,"6L",25,904,26482.5,25702.9,27089.15,32.5,1.16923076923077
"518","4A",767,1,33,"6L",26,905,26503,25729,27116.05,20.5,1.60975609756098
"519","4A",768,1,41,"6L",27,906,26528.5,25749,27128.1,25.5,1.6078431372549
"520","4A",769,1,132,"6L",28,907,26558,25792.5,27139.3,29.5,4.47457627118644
"521","4A",770,1,128,"6L",29,908,26578.5,25827.85,27153.3,20.5,6.24390243902439
"522","4A",771,1,66,"6L",30,909,26610,25856.75,27173.05,31.5,2.0952380952381
"523","4A",772,1,90,"6L",31,910,26631,25879.9,27202.25,21,4.28571428571429
"524","4A",773,1,51,"6L",32,911,26662.5,25911,27223.05,31.5,1.61904761904762
"525","4A",774,1,33,"6L",33,912,26689,25950.95,27245.05,26.5,1.24528301886792
"526","4A",775,1,25,"6L",34,913,26715,26004.8,27258.25,26,0.961538461538462
"527","4A",776,1,21,"6L",35,914,26743.5,26042.85,27272.2,28.5,0.736842105263158
"528","4A",777,1,47,"6L",36,915,26766,26076.85,27293.25,22.5,2.08888888888889
"529","4A",778,1,52,"6L",37,916,26791.5,26108.85,27310,25.5,2.03921568627451
"530","4A",779,1,64,"6L",38,917,26813.5,26161.5,27320.05,22,2.90909090909091
"531","4A",780,1,56,"6L",39,918,26847.5,26188.95,27339.15,34,1.64705882352941
"532","4A",781,1,106,"6L",40,919,26871.5,26230.65,27356.05,24,4.41666666666667
"533","4A",782,1,68,"6L",41,920,26898,26266.7,27376.4,26.5,2.56603773584906
"534","4A",783,1,41,"6L",42,921,26928,26322.55,27401.05,30,1.36666666666667
"535","4A",784,1,64,"6L",43,922,26960.5,26369.9,27413,32.5,1.96923076923077
"536","4A",785,1,90,"6L",44,923,26992.5,26413.7,27424.15,32,2.8125
"537","4A",786,1,35,"6L",45,924,27022.5,26440,27438,30,1.16666666666667
"538","4A",787,1,47,"6L",46,925,27048.5,26479.85,27452.1,26,1.80769230769231
"539","4A",788,1,40,"6L",47,926,27080,26532.65,27466.1,31.5,1.26984126984127
"540","4A",789,1,107,"6L",48,927,27117.5,26595.85,27481.1,37.5,2.85333333333333
"541","4A",790,1,135,"6L",49,928,27152.5,26658.75,27501.1,35,3.85714285714286
"542","4A",791,1,99,"6L",50,929,27191.5,26711.65,27531.05,39,2.53846153846154
"543","4A",792,1,157,"6L",51,930,27227.5,26791.95,27567.05,36,4.36111111111111
"544","4A",793,1,193,"6L",52,931,27298,26913.9,27637,70.5,2.73758865248227
"545","4A",794,1,158,"6L",53,932,27360,27000.9,27703.1,62,2.54838709677419
"546","4A",795,1,108,"6L",54,933,27413,27071,27762.15,53,2.0377358490566
"547","4A",796,1,92,"6L",55,934,27456,27111.95,27799.25,43,2.13953488372093
"548","4A",797,1,167,"6L",56,935,27497,27148.95,27833,41,4.07317073170732
"549","4A",798,1,186,"6L",57,936,27544,27198.9,27879,47,3.95744680851064
"550","4A",799,1,124,"6L",58,937,27588,27243.95,27927.15,44,2.81818181818182
"551","4A",801,1,231,"6L",60,939,27700.5,27343,28088.35,63,3.66666666666667
"552","4A",805,1,80,"6L",64,943,28001,27518.95,28762.3,57.5,1.39130434782609
"553","4A",809,1,38,"6L",68,947,28186.5,27635.9,29183.05,44.5,0.853932584269663
"554","4A",813,1,53,"6L",72,951,28390.5,27722.9,29536.7,51,1.03921568627451
"555","4A",817,1,33,"6L",76,955,28593,27811,29836.15,51,0.647058823529412
"556","4A",821,1,13,"6L",80,959,28788.5,27891.8,30184.75,37.5,0.346666666666667
"557","4A",824,1,54,"6L",83,962,28944,27955,30337.05,54,1
"558","4A",825,1,31,"6L",84,963,28989.5,27985.9,30424.05,45.5,0.681318681318681
"559","4A",826,1,25,"6L",85,964,29047.5,28021.8,30501.1,58,0.431034482758621
"560","4A",828,1,27,"6L",87,966,29156,28076.45,30620.3,61,0.442622950819672
"561","4A",841,1,28,"7L",0,979,29819,28490.55,31369.1,45.5,0.615384615384615
"562","4A",842,1,33,"7L",1,980,29864.5,28528.6,31419.6,45.5,0.725274725274725
"563","4A",844,1,28,"7L",3,982,29956,28593.9,31527.65,39.5,0.708860759493671
"564","4A",845,1,33,"7L",4,983,30004.5,28618.8,31574.35,48.5,0.680412371134021
"565","4A",846,1,58,"7L",5,984,30075.5,28637.9,31633.1,71,0.816901408450704
"566","4A",847,1,40,"7L",6,985,30131.5,28680.95,31674.8,56,0.714285714285714
"567","4A",848,1,72,"7L",7,986,30158.5,28702.6,31744.15,27,2.66666666666667
"568","4A",849,1,35,"7L",8,987,30203,28730.6,31798.5,44.5,0.786516853932584
"569","4A",850,1,64,"7L",9,988,30253,28769.45,31828.1,50,1.28
"570","4A",851,1,175,"7L",10,989,30311.5,28804.8,31856.85,58.5,2.99145299145299
"571","4A",852,1,161,"7L",11,990,30365.5,28845.9,31890.15,54,2.98148148148148
"572","4A",853,1,59,"7L",12,991,30418,28899.7,31932.1,52.5,1.12380952380952
"573","4A",854,1,35,"7L",13,992,30478.5,28908.9,31953.85,60.5,0.578512396694215
"574","4A",855,1,33,"7L",14,993,30519.5,28954.9,32038.05,41,0.804878048780488
"575","4A",856,1,42,"7L",15,994,30563.5,29017.25,32073.9,44,0.954545454545455
"576","4A",857,1,12,"7L",16,995,30619,29068.7,32122.15,55.5,0.216216216216216
"577","4A",858,1,25,"7L",17,996,30669.5,29121.8,32150.1,50.5,0.495049504950495
"578","4A",860,1,30,"7L",19,998,30764,29211.3,32225,61,0.491803278688525
"579","4A",861,1,22,"7L",20,999,30810,29292.5,32242.15,46,0.478260869565217
"580","4A",862,1,38,"7L",21,1000,30868,29338.55,32257.15,58,0.655172413793103
"581","4A",863,1,61,"7L",22,1001,30907.5,29382.25,32280.2,39.5,1.54430379746835
"582","4A",864,1,114,"7L",23,1002,30972,29430.85,32309.4,64.5,1.76744186046512
"583","4A",865,1,57,"7L",24,1003,31026,29492.75,32343.25,54,1.05555555555556
"584","4A",866,1,121,"7L",25,1004,31078.5,29539.7,32387.1,52.5,2.3047619047619
"585","4A",867,1,104,"7L",26,1005,31139.5,29601.65,32410.45,61,1.70491803278689
"586","4A",868,1,19,"7L",27,1006,31194.5,29637.5,32441.5,55,0.345454545454545
"587","4A",869,1,23,"7L",28,1007,31258,29673.8,32470.1,63.5,0.362204724409449
"588","4A",870,1,45,"7L",29,1008,31305.5,29717,32502,47.5,0.947368421052632
"589","4A",871,1,43,"7L",30,1009,31352.5,29759.8,32553.15,47,0.914893617021277
"590","4A",872,1,31,"7L",31,1010,31417.5,29845.15,32608.3,65,0.476923076923077
"591","4A",873,1,16,"7L",32,1011,31465.5,29874.1,32661.15,48,0.333333333333333
"592","4A",874,1,70,"7L",33,1012,31519,29908.95,32688,53.5,1.30841121495327
"593","4A",876,1,72,"7L",35,1014,31627,30104,32782.2,38,1.89473684210526
"594","4A",877,1,18,"7L",36,1015,31672.5,30134.8,32820.05,45.5,0.395604395604396
"595","4A",878,1,25,"7L",37,1016,31720,30220.1,32844.15,47.5,0.526315789473684
"596","4A",879,1,35,"7L",38,1017,31768.5,30263.75,32885.05,48.5,0.721649484536082
"597","4A",880,1,41,"7L",39,1018,31833.5,30295.7,32919.05,65,0.630769230769231
"598","4A",881,1,26,"7L",40,1019,31878,30342.6,32938.15,44.5,0.584269662921348
"599","4A",882,1,31,"7L",41,1020,31932.5,30403.35,32964.05,54.5,0.568807339449541
"600","4A",883,1,29,"7L",42,1021,31973,30468.4,32983.45,40.5,0.716049382716049
"601","4A",884,1,67,"7L",43,1022,32017,30554.65,33018.05,44.0000000000036,1.52272727272715
"602","4A",885,1,27,"7L",44,1023,32067.5,30635.65,33042.4,50.5,0.534653465346535
"603","4A",886,1,46,"7L",45,1024,32108,30730.85,33060.5,40.4999999999927,1.13580246913601
"604","4A",887,1,70,"7L",46,1025,32161.5,30779.75,33087.15,53.5000000000036,1.30841121495318
"605","4A",888,1,80,"7L",47,1026,32204.5,30845.9,33106.05,43,1.86046511627907
"606","4A",889,1,48,"7L",48,1027,32253.5,30912.3,33130.1,49.0000000000036,0.979591836734621
"607","4A",890,1,41,"7L",49,1028,32300,30982.95,33153.1,46.4999999999964,0.881720430107596
"608","4A",891,1,31,"7L",50,1029,32358.5,31050.7,33181.2,58.5,0.52991452991453
"609","4A",892,1,62,"7L",51,1030,32412.5,31124.95,33212,54,1.14814814814815
"610","4A",893,1,42,"7L",52,1031,32468,31213.25,33235.2,55.5,0.756756756756757
"611","4A",894,1,176,"7L",53,1032,32522.5,31286.55,33264,54.5,3.22935779816514
"612","4A",895,1,127,"7L",54,1033,32586.5,31376.45,33297.3,64,1.984375
"613","4A",896,1,112,"7L",55,1034,32631,31483.15,33328.35,44.5,2.51685393258427
"614","4A",897,1,64,"7L",56,1035,32680.5,31574.6,33358.1,49.5,1.29292929292929
"615","4A",898,1,52,"7L",57,1036,32738,31649.55,33389.1,57.5,0.904347826086957
"616","4A",899,1,76,"7L",58,1037,32790.5,31752.7,33423.1,52.5,1.44761904761905
"617","4A",900,1,82,"7L",59,1038,32857,31836.85,33455.3,66.5,1.23308270676692
"618","4A",901,1,55,"7L",60,1039,32920.5,31941,33492.15,63.5,0.866141732283465
"619","4A",902,1,101,"7L",61,1040,32994,32083.55,33536.15,73.5,1.37414965986395
"620","4A",903,1,165,"7L",62,1041,33073,32234.65,33589.05,79,2.08860759493671
"621","4A",904,1,110,"7L",63,1042,33189,32393.85,33677.1,116,0.948275862068966
"622","4A",905,1,58,"7L",64,1043,33288.5,32483.7,33873.1,99.5,0.582914572864322
"623","4A",906,1,53,"7L",65,1044,33364.5,32537.95,34054,76,0.697368421052632
"624","4A",908,1,84,"7L",67,1046,33482.5,32636.3,34283.65,57.5,1.46086956521739
"625","4A",909,1,109,"7L",68,1047,33530.5,32693.95,34385.05,48,2.27083333333333
"626","4A",911,1,147,"7L",70,1049,33631,32829.6,34574.15,53,2.77358490566038
"627","4A",912,1,155,"7L",71,1050,33676,32850.9,34675.35,45,3.44444444444444
"628","4A",913,1,177,"7L",72,1051,33723,32880.65,34737.6,47,3.76595744680851
"629","4A",914,1,207,"7L",73,1052,33780,32935.9,34826.25,57,3.63157894736842
"630","4A",915,1,336,"7L",74,1053,33827,32984.6,34888.7,47,7.14893617021277
"631","4A",916,1,328,"7L",75,1054,33873.5,33004,34939.05,46.5,7.05376344086022
"632","4A",917,1,190,"7L",76,1055,33913.5,33032.95,34990.25,40,4.75
"633","4A",918,1,246,"7L",77,1056,33962,33071.55,35040.2,48.5,5.07216494845361
"634","4A",919,1,303,"7L",78,1057,34003.5,33099.55,35109.2,41.5,7.30120481927711
"635","4A",920,1,238,"7L",79,1058,34050.5,33131.95,35177.1,47,5.06382978723404
"636","4A",921,1,107,"7L",80,1059,34093.5,33173.95,35239.2,43,2.48837209302326
"637","4A",922,1,302,"7L",81,1060,34147,33193.5,35383.15,53.5,5.64485981308411
"638","4A",924,1,215,"7L",83,1062,34239.5,33239.7,35491.05,50.5,4.25742574257426
"639","4A",925,1,116,"7L",84,1063,34288.5,33269.5,35538.65,49,2.36734693877551
"640","4A",926,1,238,"7L",85,1064,34332,33287.5,35593.7,43.5,5.47126436781609
"641","4A",927,1,238,"7L",86,1065,34375,33308.85,35685.2,43,5.53488372093023
"642","4A",928,1,276,"7L",87,1066,34427.5,33332.85,35734.75,52.5,5.25714285714286
"643","4A",929,1,158,"7L",88,1067,34471.5,33364.1,35775.25,44,3.59090909090909
"644","4A",930,1,244,"7L",89,1068,34517,33397.7,35819.45,45.5,5.36263736263736
"645","4A",932,1,257,"7L",91,1070,34605,33445.95,35952.85,55.5,4.63063063063063
"646","4A",933,1,154,"7L",92,1071,34646,33499.7,36026.05,41,3.75609756097561
"647","4A",941,1,194,"8L",0,1079,35006,33736.05,36512.1,48,4.04166666666667
"648","4A",942,1,345,"8L",1,1080,35043,33765.5,36575.5,37,9.32432432432432
"649","4A",943,1,348,"8L",2,1081,35092.5,33834.05,36610.55,49.5,7.03030303030303
"650","4A",944,1,210,"8L",3,1082,35134,33875.25,36639.25,41.5,5.06024096385542
"651","4A",945,1,395,"8L",4,1083,35184,33895.75,36678.5,50,7.9
"652","4A",946,1,301,"8L",5,1084,35230.5,33926.9,36716.15,46.5,6.47311827956989
"653","4A",947,1,325,"8L",6,1085,35278,33941.75,36774.6,47.5,6.84210526315789
"654","4A",948,1,223,"8L",7,1086,35326,33967.5,36843.2,48,4.64583333333333
"655","4A",949,1,272,"8L",8,1087,35374,34011.45,36886.1,48,5.66666666666667
"656","4A",950,1,209,"8L",9,1088,35421.5,34070.7,36924.4,47.5,4.4
"657","4A",951,1,131,"8L",10,1089,35468.5,34108.25,37018.05,47,2.78723404255319
"658","4A",952,1,124,"8L",11,1090,35508.5,34128.4,37061.2,40,3.1
"659","4A",953,1,167,"8L",12,1091,35547.5,34169.8,37101.05,39,4.28205128205128
"660","4A",954,1,227,"8L",13,1092,35599,34182.75,37131.35,51.5,4.40776699029126
"661","4A",955,1,161,"8L",14,1093,35646,34198,37169.55,47,3.42553191489362
"662","4A",956,1,179,"8L",15,1094,35687,34242.7,37223.25,41,4.36585365853659
"663","4A",957,1,151,"8L",16,1095,35731,34267.4,37264.05,44,3.43181818181818
